country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1965,1,interm,1,0,39922,1710,904,739,1450,2477,3243,4275,5086,6819,8692,13014,18903,30132,42975,64766,92181,133937,213224,.,.,.,.,.,.
RUS,1965,1,interm,1,1,549,65,7,2,2,3,4,3,4,4,4,7,10,11,17,14,35,54,87,.,.,.,.,.,.
RUS,1965,1,interm,1,2,221,24,2,1,0,1,0,1,1,1,1,2,2,3,4,3,8,13,25,.,.,.,.,.,.
RUS,1965,1,interm,1,3,107,37,14,9,20,74,188,334,485,714,826,1105,1399,1896,1763,1676,1467,1015,794,.,.,.,.,.,.
RUS,1965,1,interm,1,4,340,7,3,4,3,3,2,3,3,3,8,9,12,10,11,13,26,19,50,.,.,.,.,.,.
RUS,1965,1,interm,1,5,161,23,14,9,6,5,4,7,6,9,7,12,15,23,28,24,25,24,54,.,.,.,.,.,.
RUS,1965,1,interm,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,7,69,18,6,4,5,9,7,7,7,9,8,15,12,25,41,49,65,60,110,.,.,.,.,.,.
RUS,1965,1,interm,1,8,271,73,22,12,9,7,9,9,8,9,15,15,19,17,20,11,16,19,10,.,.,.,.,.,.
RUS,1965,1,interm,1,9,55,4,2,1,3,5,6,9,10,15,22,24,38,44,49,41,58,42,40,.,.,.,.,.,.
RUS,1965,1,interm,1,10,0,1,1,1,1,1,2,6,6,18,44,61,85,159,198,265,337,410,421,.,.,.,.,.,.
RUS,1965,1,interm,1,11,0,0,0,0,0,1,1,4,12,34,88,175,287,574,852,1203,1342,1320,971,.,.,.,.,.,.
RUS,1965,1,interm,1,12,0,0,0,1,2,10,31,96,218,440,826,1596,2435,3918,5170,6375,6469,4941,3682,.,.,.,.,.,.
RUS,1965,1,interm,1,13,0,1,1,1,1,3,6,9,13,24,46,74,110,158,289,308,394,333,275,.,.,.,.,.,.
RUS,1965,1,interm,1,14,0,0,0,0,1,2,5,11,10,22,34,62,92,137,219,313,332,314,315,.,.,.,.,.,.
RUS,1965,1,interm,1,15,1,1,1,0,1,2,3,6,12,27,50,97,170,285,377,432,461,389,363,.,.,.,.,.,.
RUS,1965,1,interm,1,16,0,0,0,0,0,1,3,9,20,49,87,158,257,389,492,554,601,521,526,.,.,.,.,.,.
RUS,1965,1,interm,1,17,0,1,0,0,1,1,2,4,7,13,22,41,68,115,171,221,254,235,213,.,.,.,.,.,.
RUS,1965,1,interm,1,18,0,0,0,0,0,0,0,6,20,32,67,98,126,157,209,207,200,219,141,.,.,.,.,.,.
RUS,1965,1,interm,1,19,1,1,1,1,2,5,12,24,84,221,457,1047,1801,2854,3468,3152,2442,1506,728,.,.,.,.,.,.
RUS,1965,1,interm,1,20,0,0,0,0,0,0,1,1,3,4,7,11,17,21,36,56,120,145,299,.,.,.,.,.,.
RUS,1965,1,interm,1,21,0,0,0,0,0,0,0,0,1,2,2,4,4,6,11,12,13,5,144,.,.,.,.,.,.
RUS,1965,1,interm,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,25,0,0,0,0,0,0,0,1,1,2,6,18,48,128,287,475,709,892,985,.,.,.,.,.,.
RUS,1965,1,interm,1,26,0,1,0,0,2,2,4,5,4,5,6,9,10,14,32,53,111,118,87,.,.,.,.,.,.
RUS,1965,1,interm,1,27,1,1,0,0,0,0,1,1,4,8,17,40,89,152,303,426,624,633,800,.,.,.,.,.,.
RUS,1965,1,interm,1,28,5,12,3,0,0,1,3,3,9,17,33,62,106,140,214,233,273,211,210,.,.,.,.,.,.
RUS,1965,1,interm,1,29,6,15,14,12,16,11,11,17,24,32,44,52,69,76,74,60,46,37,28,.,.,.,.,.,.
RUS,1965,1,interm,1,30,32,50,34,30,31,25,22,22,29,36,49,84,117,161,211,227,182,118,104,.,.,.,.,.,.
RUS,1965,1,interm,1,31,18,17,20,14,18,23,22,24,29,37,51,77,111,128,135,122,116,105,68,.,.,.,.,.,.
RUS,1965,1,interm,1,32,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,6,7,7,8,.,.,.,.,.,.
RUS,1965,1,interm,1,33,6,10,7,7,13,12,14,21,31,52,85,130,220,315,393,437,509,472,498,.,.,.,.,.,.
RUS,1965,1,interm,1,34,39,14,13,11,17,11,13,23,24,43,59,81,106,164,150,187,198,270,227,.,.,.,.,.,.
RUS,1965,1,interm,1,35,0,1,1,2,3,2,4,5,7,13,10,16,29,36,73,62,80,35,93,.,.,.,.,.,.
RUS,1965,1,interm,1,36,6,1,0,0,0,0,0,1,1,1,2,2,4,3,5,6,12,11,15,.,.,.,.,.,.
RUS,1965,1,interm,1,37,64,10,3,2,3,2,3,3,6,4,6,7,13,10,15,22,20,24,26,.,.,.,.,.,.
RUS,1965,1,interm,1,38,95,12,6,7,7,8,5,5,6,9,6,14,19,23,35,37,66,25,47,.,.,.,.,.,.
RUS,1965,1,interm,1,39,0,0,0,0,0,0,0,0,0,0,0,1,2,8,24,38,65,127,219,.,.,.,.,.,.
RUS,1965,1,interm,1,40,0,0,0,0,1,6,14,33,40,43,46,41,35,45,44,49,73,23,36,.,.,.,.,.,.
RUS,1965,1,interm,1,41,0,0,0,0,0,1,0,1,1,1,1,1,1,1,4,2,1,1,2,.,.,.,.,.,.
RUS,1965,1,interm,1,42,7,4,10,7,6,5,6,5,7,8,6,10,15,19,32,21,20,25,41,.,.,.,.,.,.
RUS,1965,1,interm,1,43,18,4,3,3,6,11,15,17,16,21,20,22,20,26,22,46,41,90,155,.,.,.,.,.,.
RUS,1965,1,interm,1,44,1,0,0,0,0,0,0,0,0,0,1,2,3,7,17,32,45,40,20,.,.,.,.,.,.
RUS,1965,1,interm,1,45,7,1,0,0,0,1,2,3,5,12,11,23,25,32,37,41,43,47,80,.,.,.,.,.,.
RUS,1965,1,interm,1,46,8,13,12,16,23,33,31,32,27,33,33,27,30,27,25,36,40,55,21,.,.,.,.,.,.
RUS,1965,1,interm,1,47,320,52,25,21,24,24,23,24,27,42,45,54,63,68,103,145,210,243,430,.,.,.,.,.,.
RUS,1965,1,interm,1,48,1,5,12,27,62,81,100,139,167,221,294,292,305,359,402,568,1018,1533,2465,.,.,.,.,.,.
RUS,1965,1,interm,1,49,0,0,0,0,0,1,3,6,16,32,54,97,134,227,327,539,681,851,1271,.,.,.,.,.,.
RUS,1965,1,interm,1,50,0,0,0,0,1,5,9,21,37,84,127,239,383,583,729,1001,1113,1417,1716,.,.,.,.,.,.
RUS,1965,1,interm,1,51,0,0,0,0,1,5,18,52,115,253,435,745,1152,1817,2470,2629,2796,2830,3566,.,.,.,.,.,.
RUS,1965,1,interm,1,52,0,0,0,0,1,4,9,33,86,206,366,827,1549,3283,5885,12673,22786,40225,71345,.,.,.,.,.,.
RUS,1965,1,interm,1,53,0,0,0,0,1,2,4,24,44,86,110,184,257,519,979,1831,3377,5589,9247,.,.,.,.,.,.
RUS,1965,1,interm,1,54,1,0,0,0,1,1,1,1,2,4,5,9,16,36,67,167,274,397,774,.,.,.,.,.,.
RUS,1965,1,interm,1,55,0,0,0,0,1,0,0,0,0,1,1,1,2,4,6,14,22,30,44,.,.,.,.,.,.
RUS,1965,1,interm,1,56,0,0,0,0,1,1,1,2,3,4,4,6,10,21,32,66,74,96,171,.,.,.,.,.,.
RUS,1965,1,interm,1,57,2,0,1,1,3,3,3,3,4,6,6,11,20,66,131,419,838,1397,2879,.,.,.,.,.,.
RUS,1965,1,interm,1,58,4,0,1,3,9,13,19,37,49,74,77,100,135,201,221,369,523,918,2249,.,.,.,.,.,.
RUS,1965,1,interm,1,59,9,0,0,1,4,10,18,40,65,131,198,345,551,801,1224,1833,2672,3892,6243,.,.,.,.,.,.
RUS,1965,1,interm,1,60,0,0,0,0,0,1,2,6,13,32,59,129,248,553,941,1558,2344,3330,4518,.,.,.,.,.,.
RUS,1965,1,interm,1,61,1,0,0,1,1,4,6,18,36,93,186,483,982,2390,4420,8601,13909,23106,37630,.,.,.,.,.,.
RUS,1965,1,interm,1,62,0,0,0,0,0,0,2,0,1,3,9,27,53,124,211,371,558,953,1282,.,.,.,.,.,.
RUS,1965,1,interm,1,63,1,0,0,0,1,4,7,16,32,63,98,193,341,734,1325,3001,5600,11388,25606,.,.,.,.,.,.
RUS,1965,1,interm,1,64,5,1,1,0,1,2,3,6,10,14,18,24,32,51,74,142,239,433,818,.,.,.,.,.,.
RUS,1965,1,interm,1,65,954,77,11,7,9,7,6,9,9,13,15,15,24,44,64,147,233,420,938,.,.,.,.,.,.
RUS,1965,1,interm,1,66,9528,383,38,18,15,16,19,34,60,116,192,298,497,718,1004,1406,1764,2200,2767,.,.,.,.,.,.
RUS,1965,1,interm,1,67,295,18,4,2,2,1,1,1,2,2,1,2,3,4,5,9,13,24,29,.,.,.,.,.,.
RUS,1965,1,interm,1,68,1,1,0,0,1,0,1,1,4,10,22,32,57,109,222,339,524,537,588,.,.,.,.,.,.
RUS,1965,1,interm,1,69,4,4,1,1,1,5,8,19,40,90,185,367,778,1624,2602,4262,6045,8772,12373,.,.,.,.,.,.
RUS,1965,1,interm,1,70,0,0,0,0,0,0,1,2,5,9,11,11,8,5,4,5,8,16,29,.,.,.,.,.,.
RUS,1965,1,interm,1,71,0,0,0,0,0,0,0,1,3,7,19,33,57,77,96,159,212,288,403,.,.,.,.,.,.
RUS,1965,1,interm,1,72,8,2,1,1,2,6,6,12,22,40,67,108,183,256,330,522,728,925,1321,.,.,.,.,.,.
RUS,1965,1,interm,1,73,89,10,3,3,3,9,10,17,24,44,57,85,111,126,135,166,180,202,278,.,.,.,.,.,.
RUS,1965,1,interm,1,74,6,0,0,0,2,14,19,29,52,86,101,148,176,211,249,276,245,176,202,.,.,.,.,.,.
RUS,1965,1,interm,1,75,100,6,2,1,2,3,5,8,7,13,14,26,37,63,114,174,215,370,366,.,.,.,.,.,.
RUS,1965,1,interm,1,76,1996,51,15,11,12,18,24,39,39,62,84,110,153,230,297,428,517,670,660,.,.,.,.,.,.
RUS,1965,1,interm,1,77,0,0,0,0,0,1,2,3,6,9,11,12,11,13,16,13,21,17,24,.,.,.,.,.,.
RUS,1965,1,interm,1,78,4,2,2,4,3,9,14,19,30,52,79,103,139,192,263,406,508,668,915,.,.,.,.,.,.
RUS,1965,1,interm,1,79,14,1,1,0,2,3,4,6,11,10,9,23,25,37,66,83,95,89,115,.,.,.,.,.,.
RUS,1965,1,interm,1,80,9,0,0,0,0,1,1,2,3,5,7,22,28,62,106,150,277,323,462,.,.,.,.,.,.
RUS,1965,1,interm,1,81,7,1,0,0,2,4,5,10,13,18,20,25,34,41,50,74,72,97,86,.,.,.,.,.,.
RUS,1965,1,interm,1,82,104,5,1,1,1,2,5,11,10,15,20,26,26,33,55,64,56,117,104,.,.,.,.,.,.
RUS,1965,1,interm,1,83,53,3,1,1,2,0,1,2,1,2,4,6,5,6,5,9,18,26,47,.,.,.,.,.,.
RUS,1965,1,interm,1,84,17,4,4,8,10,6,7,10,11,21,23,22,27,39,46,67,62,89,159,.,.,.,.,.,.
RUS,1965,1,interm,1,85,11,8,6,9,19,34,33,45,53,67,75,91,99,135,156,201,223,244,509,.,.,.,.,.,.
RUS,1965,1,interm,1,86,6,2,2,2,4,7,7,10,12,17,21,25,29,43,50,94,106,175,314,.,.,.,.,.,.
RUS,1965,1,interm,1,87,3,1,1,1,3,3,3,5,6,11,13,18,19,33,44,71,96,101,168,.,.,.,.,.,.
RUS,1965,1,interm,1,88,0,0,0,0,0,1,1,0,1,1,4,5,19,76,190,457,882,1455,1856,.,.,.,.,.,.
RUS,1965,1,interm,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,90,18583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,91,3879,121,38,24,19,8,4,6,2,2,3,3,3,3,5,11,17,29,30,.,.,.,.,.,.
RUS,1965,1,interm,1,92,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1965,1,interm,1,93,37,58,92,74,194,336,441,475,436,388,348,345,322,259,239,272,330,414,509,.,.,.,.,.,.
RUS,1965,1,interm,1,94,41,17,14,14,34,58,64,67,61,58,57,58,54,56,59,84,130,137,238,.,.,.,.,.,.
RUS,1965,1,interm,1,95,33,133,227,112,151,260,294,299,262,246,186,150,136,118,106,117,103,135,114,.,.,.,.,.,.
RUS,1965,1,interm,1,96,56,62,20,12,17,35,42,48,47,54,45,40,46,42,63,63,115,160,383,.,.,.,.,.,.
RUS,1965,1,interm,1,97,1,2,1,1,21,63,150,301,371,380,335,291,279,226,169,125,63,55,41,.,.,.,.,.,.
RUS,1965,1,interm,1,98,67,95,27,16,28,76,85,105,108,114,107,98,100,105,96,91,131,185,186,.,.,.,.,.,.
RUS,1965,1,interm,1,99,455,48,18,13,15,41,63,105,105,132,97,104,114,92,86,70,61,49,55,.,.,.,.,.,.
RUS,1965,1,interm,1,100,0,0,0,31,158,397,538,668,721,750,720,703,604,479,453,457,504,575,732,.,.,.,.,.,.
RUS,1965,1,interm,1,101,89,10,13,21,137,154,161,162,135,125,108,99,86,71,83,53,113,55,144,.,.,.,.,.,.
RUS,1965,1,interm,1,102,46,18,10,11,24,56,83,85,78,79,72,76,67,74,76,89,148,164,272,.,.,.,.,.,.
RUS,1965,1,interm,1,103,10,3,2,2,5,6,7,9,8,8,8,8,7,7,7,8,12,13,18,.,.,.,.,.,.
RUS,1965,1,interm,1,104,91,82,105,119,239,391,443,448,420,383,348,325,273,269,254,270,375,382,514,.,.,.,.,.,.
RUS,1966,1,interm,1,0,38823,1624,948,737,1475,2384,3443,4357,5403,6838,9151,12949,19281,29714,44139,63045,92638,134724,210508,.,.,.,.,.,.
RUS,1966,1,interm,1,1,536,74,10,3,1,2,3,4,2,5,4,5,9,14,15,21,35,39,78,.,.,.,.,.,.
RUS,1966,1,interm,1,2,207,26,3,1,0,0,0,1,1,1,1,2,2,4,4,7,6,9,15,.,.,.,.,.,.
RUS,1966,1,interm,1,3,71,23,12,4,15,61,170,298,443,680,841,986,1289,1693,1778,1592,1420,1050,842,.,.,.,.,.,.
RUS,1966,1,interm,1,4,391,7,3,2,2,3,4,2,4,4,6,6,8,10,16,14,19,9,28,.,.,.,.,.,.
RUS,1966,1,interm,1,5,127,22,11,6,5,7,4,8,5,6,9,12,12,15,20,21,21,46,12,.,.,.,.,.,.
RUS,1966,1,interm,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,7,81,18,4,4,6,9,8,7,8,8,8,11,20,23,51,51,36,58,113,.,.,.,.,.,.
RUS,1966,1,interm,1,8,238,64,18,11,9,9,9,10,11,10,11,17,21,15,19,10,15,13,23,.,.,.,.,.,.
RUS,1966,1,interm,1,9,64,4,2,1,2,2,7,9,9,12,16,26,31,40,42,52,31,55,38,.,.,.,.,.,.
RUS,1966,1,interm,1,10,0,0,0,1,3,1,3,6,10,16,32,67,103,149,204,314,350,446,550,.,.,.,.,.,.
RUS,1966,1,interm,1,11,0,0,0,0,0,0,1,2,12,34,78,147,283,471,807,1105,1247,1266,1328,.,.,.,.,.,.
RUS,1966,1,interm,1,12,0,0,2,0,2,12,26,83,222,422,763,1459,2422,3705,5147,6279,6389,5010,3975,.,.,.,.,.,.
RUS,1966,1,interm,1,13,1,2,1,2,2,3,4,8,17,23,42,75,111,176,249,289,370,366,340,.,.,.,.,.,.
RUS,1966,1,interm,1,14,0,0,0,0,1,4,6,8,12,20,36,61,98,169,251,301,393,372,319,.,.,.,.,.,.
RUS,1966,1,interm,1,15,3,1,1,1,1,2,3,6,13,24,50,96,161,269,374,449,487,449,363,.,.,.,.,.,.
RUS,1966,1,interm,1,16,1,0,0,0,0,1,3,8,22,44,87,157,242,368,489,576,634,602,526,.,.,.,.,.,.
RUS,1966,1,interm,1,17,1,1,0,1,1,1,2,4,8,12,21,39,66,108,164,219,255,256,237,.,.,.,.,.,.
RUS,1966,1,interm,1,18,0,0,0,0,0,0,0,7,23,40,76,106,134,200,237,237,208,159,198,.,.,.,.,.,.
RUS,1966,1,interm,1,19,2,1,1,1,3,4,9,25,83,205,499,1053,1765,2730,3475,3253,2386,1518,898,.,.,.,.,.,.
RUS,1966,1,interm,1,20,0,0,0,0,1,1,1,3,2,7,9,10,15,19,38,59,115,187,251,.,.,.,.,.,.
RUS,1966,1,interm,1,21,0,0,0,0,0,0,0,0,0,1,3,3,8,9,17,19,25,43,0,.,.,.,.,.,.
RUS,1966,1,interm,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,25,0,0,0,0,0,0,0,1,2,4,3,20,47,125,244,488,843,892,828,.,.,.,.,.,.
RUS,1966,1,interm,1,26,0,1,1,1,2,3,4,7,8,7,4,8,12,17,35,44,32,53,24,.,.,.,.,.,.
RUS,1966,1,interm,1,27,0,1,0,0,0,0,0,1,3,8,20,43,94,186,301,404,544,683,697,.,.,.,.,.,.
RUS,1966,1,interm,1,28,5,11,3,1,1,2,1,4,6,17,40,68,112,171,213,221,238,228,183,.,.,.,.,.,.
RUS,1966,1,interm,1,29,6,17,11,11,17,11,14,18,22,34,40,54,61,69,67,56,36,31,26,.,.,.,.,.,.
RUS,1966,1,interm,1,30,39,49,38,25,26,25,23,21,26,29,53,85,128,174,217,273,241,114,142,.,.,.,.,.,.
RUS,1966,1,interm,1,31,15,19,20,16,23,25,26,26,35,43,49,85,104,135,165,153,146,121,51,.,.,.,.,.,.
RUS,1966,1,interm,1,32,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,5,5,6,7,.,.,.,.,.,.
RUS,1966,1,interm,1,33,12,11,6,7,14,11,16,18,30,50,82,137,209,298,387,411,460,470,489,.,.,.,.,.,.
RUS,1966,1,interm,1,34,29,15,12,9,10,11,15,18,27,43,56,87,101,124,119,158,145,173,213,.,.,.,.,.,.
RUS,1966,1,interm,1,35,0,0,0,3,2,4,4,5,6,13,14,15,24,41,58,62,61,53,68,.,.,.,.,.,.
RUS,1966,1,interm,1,36,6,2,0,0,0,0,0,0,1,1,2,1,3,3,2,2,3,2,9,.,.,.,.,.,.
RUS,1966,1,interm,1,37,58,13,3,1,2,3,2,3,4,5,8,9,12,12,9,5,14,1,32,.,.,.,.,.,.
RUS,1966,1,interm,1,38,106,12,6,5,8,9,5,5,6,7,5,14,22,30,35,35,65,48,205,.,.,.,.,.,.
RUS,1966,1,interm,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2,5,16,29,55,118,371,.,.,.,.,.,.
RUS,1966,1,interm,1,40,0,0,0,0,1,5,17,38,47,56,48,54,43,47,41,44,56,24,67,.,.,.,.,.,.
RUS,1966,1,interm,1,41,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,1,2,.,.,.,.,.,.
RUS,1966,1,interm,1,42,9,5,11,8,7,5,4,4,7,7,8,8,7,12,10,11,8,23,35,.,.,.,.,.,.
RUS,1966,1,interm,1,43,15,1,0,0,1,2,4,6,6,10,9,12,13,14,25,25,36,36,114,.,.,.,.,.,.
RUS,1966,1,interm,1,44,1,0,0,0,0,0,0,0,0,0,1,1,3,6,14,22,29,30,16,.,.,.,.,.,.
RUS,1966,1,interm,1,45,9,1,0,0,1,0,1,2,4,8,11,17,24,29,29,28,28,35,64,.,.,.,.,.,.
RUS,1966,1,interm,1,46,20,9,13,16,28,25,28,29,29,42,35,28,34,35,27,26,39,24,68,.,.,.,.,.,.
RUS,1966,1,interm,1,47,340,51,27,22,27,26,22,23,24,35,40,49,62,65,83,104,126,178,344,.,.,.,.,.,.
RUS,1966,1,interm,1,48,1,3,9,25,53,68,97,146,172,216,277,274,297,319,385,492,794,1090,1969,.,.,.,.,.,.
RUS,1966,1,interm,1,49,0,0,0,0,0,1,2,6,13,26,44,60,97,178,213,366,499,758,1151,.,.,.,.,.,.
RUS,1966,1,interm,1,50,0,0,0,1,1,3,11,23,40,79,144,242,404,620,746,924,1129,1268,1386,.,.,.,.,.,.
RUS,1966,1,interm,1,51,0,0,0,0,1,5,21,57,130,270,502,768,1268,1910,2639,2803,3103,3082,3686,.,.,.,.,.,.
RUS,1966,1,interm,1,52,0,0,0,0,1,4,14,42,107,238,462,872,1674,3399,6306,11935,22497,40300,71183,.,.,.,.,.,.
RUS,1966,1,interm,1,53,0,0,0,0,0,2,9,27,57,95,140,182,303,571,1067,1931,3410,5755,9815,.,.,.,.,.,.
RUS,1966,1,interm,1,54,0,0,0,0,1,1,1,1,2,4,6,9,17,35,82,163,273,443,781,.,.,.,.,.,.
RUS,1966,1,interm,1,55,0,0,0,0,1,0,0,0,0,0,1,1,2,4,7,14,22,33,44,.,.,.,.,.,.
RUS,1966,1,interm,1,56,0,0,0,0,1,1,1,2,3,4,5,7,11,20,38,64,73,104,171,.,.,.,.,.,.
RUS,1966,1,interm,1,57,1,0,0,1,2,2,3,3,4,5,7,11,22,64,157,406,824,1522,2875,.,.,.,.,.,.
RUS,1966,1,interm,1,58,2,1,1,3,8,11,20,34,49,66,91,101,148,195,264,358,514,1000,2245,.,.,.,.,.,.
RUS,1966,1,interm,1,59,9,1,0,1,6,13,24,46,74,127,225,343,587,793,1276,1809,2874,4092,6526,.,.,.,.,.,.
RUS,1966,1,interm,1,60,0,0,0,0,1,2,2,7,15,31,66,129,264,547,981,1538,2521,3501,4722,.,.,.,.,.,.
RUS,1966,1,interm,1,61,1,1,0,1,1,5,8,21,40,90,212,480,1046,2365,4607,8489,14960,24299,39334,.,.,.,.,.,.
RUS,1966,1,interm,1,62,0,0,0,0,0,1,2,0,1,3,11,27,56,123,220,366,600,1002,1340,.,.,.,.,.,.
RUS,1966,1,interm,1,63,0,0,0,0,2,2,5,14,26,46,84,167,283,595,1194,2416,4880,10121,20691,.,.,.,.,.,.
RUS,1966,1,interm,1,64,7,1,0,0,1,3,3,5,7,12,15,23,30,48,84,151,216,339,629,.,.,.,.,.,.
RUS,1966,1,interm,1,65,491,26,8,4,2,2,4,2,4,4,4,5,9,7,20,16,34,105,164,.,.,.,.,.,.
RUS,1966,1,interm,1,66,9186,322,38,14,15,15,19,34,65,117,167,291,448,706,1003,1334,1685,2015,2672,.,.,.,.,.,.
RUS,1966,1,interm,1,67,336,16,1,1,1,0,1,1,2,2,3,4,5,7,7,14,15,29,19,.,.,.,.,.,.
RUS,1966,1,interm,1,68,1,1,0,0,1,1,1,3,5,7,17,32,57,117,212,338,496,489,542,.,.,.,.,.,.
RUS,1966,1,interm,1,69,3,3,1,1,2,5,10,19,40,92,192,400,781,1624,2839,4329,6297,9126,12715,.,.,.,.,.,.
RUS,1966,1,interm,1,70,0,0,0,0,0,0,1,2,4,8,9,11,9,5,5,5,8,15,25,.,.,.,.,.,.
RUS,1966,1,interm,1,71,0,0,0,0,0,0,0,1,3,6,15,32,61,78,104,157,198,282,343,.,.,.,.,.,.
RUS,1966,1,interm,1,72,7,4,1,1,2,5,7,13,23,39,63,109,169,242,330,489,691,905,1299,.,.,.,.,.,.
RUS,1966,1,interm,1,73,128,12,4,3,4,5,11,16,29,42,67,91,131,131,144,177,170,248,202,.,.,.,.,.,.
RUS,1966,1,interm,1,74,4,0,0,0,2,10,17,24,56,82,100,164,183,248,252,250,237,209,251,.,.,.,.,.,.
RUS,1966,1,interm,1,75,117,6,2,1,2,2,3,7,8,12,18,28,45,72,126,177,222,343,368,.,.,.,.,.,.
RUS,1966,1,interm,1,76,1873,49,16,13,14,16,21,35,44,58,92,116,172,247,346,447,581,660,679,.,.,.,.,.,.
RUS,1966,1,interm,1,77,0,0,0,0,0,1,2,4,6,10,10,16,14,16,30,16,19,16,33,.,.,.,.,.,.
RUS,1966,1,interm,1,78,7,2,2,3,5,7,13,16,30,55,82,102,144,222,294,400,535,612,914,.,.,.,.,.,.
RUS,1966,1,interm,1,79,13,2,0,1,1,3,5,4,9,11,14,16,25,34,54,79,92,76,55,.,.,.,.,.,.
RUS,1966,1,interm,1,80,8,1,0,0,0,0,1,1,4,5,9,14,39,60,105,170,317,346,365,.,.,.,.,.,.
RUS,1966,1,interm,1,81,5,1,0,0,2,3,6,10,16,18,20,30,34,46,54,59,96,103,81,.,.,.,.,.,.
RUS,1966,1,interm,1,82,90,4,1,1,1,2,6,9,11,14,19,23,28,38,51,53,82,126,131,.,.,.,.,.,.
RUS,1966,1,interm,1,83,51,1,1,1,2,2,2,1,2,4,3,5,9,14,11,15,21,25,31,.,.,.,.,.,.
RUS,1966,1,interm,1,84,15,2,4,7,9,5,5,8,9,14,17,19,33,34,41,48,95,61,95,.,.,.,.,.,.
RUS,1966,1,interm,1,85,16,8,8,9,18,31,39,40,50,62,71,100,102,129,170,191,309,311,431,.,.,.,.,.,.
RUS,1966,1,interm,1,86,8,2,2,2,4,7,9,9,12,12,21,26,28,34,47,68,119,180,331,.,.,.,.,.,.
RUS,1966,1,interm,1,87,2,1,1,1,2,3,3,4,6,7,11,17,22,24,53,70,98,172,187,.,.,.,.,.,.
RUS,1966,1,interm,1,88,0,0,0,0,0,1,0,1,1,1,1,3,24,61,233,507,1094,1611,2234,.,.,.,.,.,.
RUS,1966,1,interm,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,90,18072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,91,4225,123,38,25,21,13,6,2,3,3,3,3,3,2,4,11,15,18,57,.,.,.,.,.,.
RUS,1966,1,interm,1,92,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
RUS,1966,1,interm,1,93,20,63,99,72,220,360,545,515,508,454,435,371,346,278,248,307,358,408,475,.,.,.,.,.,.
RUS,1966,1,interm,1,94,36,17,17,19,38,57,79,87,86,79,72,66,76,75,79,114,164,260,297,.,.,.,.,.,.
RUS,1966,1,interm,1,95,43,157,280,132,165,271,348,387,335,280,231,179,168,172,156,138,130,139,194,.,.,.,.,.,.
RUS,1966,1,interm,1,96,64,66,19,14,19,32,49,55,51,49,54,46,42,55,65,77,110,159,244,.,.,.,.,.,.
RUS,1966,1,interm,1,97,1,1,1,1,16,68,162,301,390,406,359,327,281,241,187,116,91,58,39,.,.,.,.,.,.
RUS,1966,1,interm,1,98,92,106,30,19,27,63,85,100,118,117,118,110,107,105,108,142,152,154,378,.,.,.,.,.,.
RUS,1966,1,interm,1,99,571,52,17,11,15,31,65,95,123,127,108,108,99,95,78,69,91,58,62,.,.,.,.,.,.
RUS,1966,1,interm,1,100,0,0,0,32,177,420,593,732,788,766,796,780,671,520,504,555,606,710,929,.,.,.,.,.,.
RUS,1966,1,interm,1,101,95,9,13,18,119,132,160,159,136,123,112,87,83,76,72,62,79,82,97,.,.,.,.,.,.
