country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
BLR,1965,1,belarus,1,0,31563,1215,600,632,996,1505,2159,2627,3497,4813,6377,8980,13186,21793,33131,45885,70049,105591,179315,.,.,.,.,.,.
BLR,1965,1,belarus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,7,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,8,25,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,9,13,9,8,0,3,39,164,236,333,522,573,629,940,1382,1494,1537,1461,785,585,.,.,.,.,.,.
BLR,1965,1,belarus,1,10,13,3,4,0,0,20,76,112,155,246,270,301,440,647,703,725,684,349,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,11,25,17,2,2,3,12,3,0,10,20,0,0,0,0,0,29,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,13,0,0,0,0,0,12,3,6,6,20,8,0,13,16,56,58,71,0,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,14,0,0,0,0,0,0,3,3,0,0,0,7,7,8,11,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,15,0,0,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,17,0,0,0,0,0,4,14,19,25,35,42,47,66,96,100,116,94,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,24,0,3,2,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,26,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,28,13,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,29,676,6,0,2,3,12,6,0,0,15,0,7,0,0,11,14,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,31,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,36,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,37,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,39,13,6,2,0,0,4,3,3,3,10,0,0,7,0,11,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,42,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,43,100,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,45,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,46,63,9,2,10,9,0,0,3,10,15,17,13,20,32,22,43,94,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,52,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,55,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,59,0,0,2,0,3,0,0,0,6,0,34,7,39,80,100,43,94,174,335,.,.,.,.,.,.
BLR,1965,1,belarus,1,60,0,0,0,0,0,0,0,6,6,20,17,60,99,216,379,334,283,392,335,.,.,.,.,.,.
BLR,1965,1,belarus,1,61,0,0,0,0,3,23,37,81,193,316,666,1117,1716,2629,3658,3437,4572,2746,3177,.,.,.,.,.,.
BLR,1965,1,belarus,1,62,0,0,0,0,0,0,0,0,3,5,8,7,7,8,11,29,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,63,0,0,0,0,0,0,0,6,25,20,25,40,66,64,100,160,212,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,64,0,0,2,0,0,0,3,16,19,30,25,53,66,112,167,203,236,218,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,65,0,0,0,0,0,0,3,3,6,20,25,47,66,112,178,160,141,131,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,66,0,3,2,2,0,0,6,6,16,50,67,114,145,256,401,334,330,261,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,67,0,0,0,0,0,0,0,0,3,10,17,20,33,56,89,72,71,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,68,13,0,0,0,0,0,0,6,19,5,59,47,79,64,100,87,188,87,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,69,0,3,2,2,3,0,6,25,48,150,270,475,835,1335,1505,1305,1013,785,418,.,.,.,.,.,.
BLR,1965,1,belarus,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,71,0,9,0,0,9,4,11,9,6,15,8,33,46,56,89,102,165,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,72,0,0,0,0,0,0,3,0,6,5,8,0,7,24,33,58,94,44,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,73,0,0,0,0,0,0,0,0,3,0,0,0,0,8,22,29,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,74,0,0,0,0,6,4,6,6,6,15,17,33,46,64,112,102,141,87,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,80,0,0,0,0,0,4,0,0,0,0,0,27,13,88,268,305,283,349,418,.,.,.,.,.,.
BLR,1965,1,belarus,1,81,0,0,0,0,0,0,6,0,10,0,8,7,20,0,22,29,71,87,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,82,0,9,2,0,0,0,3,0,0,5,17,33,79,96,156,203,283,261,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,83,0,0,0,0,0,0,3,0,0,5,8,33,72,88,145,189,259,218,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,85,0,6,8,2,3,4,14,9,10,35,25,40,46,80,56,29,24,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,86,0,0,2,0,0,0,3,3,0,5,8,7,7,16,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,87,0,9,13,2,6,12,23,19,16,60,42,60,66,120,134,102,94,218,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,88,0,3,2,2,3,4,6,3,6,10,8,13,20,24,33,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,89,0,9,6,2,6,4,14,9,10,25,25,27,46,48,67,29,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,90,0,9,4,2,3,4,11,6,6,20,17,20,33,32,45,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,91,25,23,13,5,12,16,14,16,16,10,8,27,46,48,67,58,47,131,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,92,50,45,30,12,24,31,25,31,29,25,34,53,99,104,145,116,94,218,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,94,0,3,6,0,6,4,11,6,19,25,51,47,33,88,67,43,94,131,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,95,13,6,0,0,0,0,0,0,3,0,0,0,7,16,11,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,96,25,6,0,2,0,4,3,0,3,5,0,0,13,40,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,97,13,3,0,2,0,12,11,0,10,10,17,0,0,16,11,29,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,99,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,100,0,0,0,0,0,0,3,3,0,0,0,0,13,16,33,29,47,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,101,0,0,0,0,3,0,6,3,3,0,0,7,26,24,56,58,71,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,103,0,0,2,0,0,0,0,3,3,0,0,7,0,8,0,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,104,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,105,25,6,2,2,3,0,3,3,3,5,0,0,0,0,11,14,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,106,0,0,0,0,0,4,0,6,16,15,8,40,7,16,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,107,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,108,0,0,0,0,0,0,0,6,3,0,0,7,0,16,22,14,24,131,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,109,0,0,0,0,0,0,6,3,3,0,8,0,0,16,11,0,0,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,110,38,11,0,2,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,112,50,3,4,2,6,4,3,3,3,10,0,7,7,8,0,0,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,113,13,3,2,0,0,0,3,0,3,5,0,0,7,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,114,63,23,17,7,9,16,17,9,22,35,8,13,39,16,22,29,0,0,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,115,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,116,13,0,0,0,0,0,0,0,0,0,0,0,7,0,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,117,0,0,0,0,0,12,14,19,16,10,8,33,26,8,33,58,0,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,118,63,23,19,30,37,31,34,47,51,35,42,33,46,64,89,72,94,131,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,119,13,0,0,0,0,0,0,0,0,0,0,0,7,0,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,120,38,0,2,2,0,0,0,3,3,5,8,13,20,8,45,43,47,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,122,75,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,124,0,0,2,5,9,12,14,22,19,20,8,27,26,24,22,14,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,125,0,17,36,45,82,136,145,177,168,231,261,288,355,288,435,508,707,1090,1505,.,.,.,.,.,.
BLR,1965,1,belarus,1,126,0,0,0,0,0,0,0,3,3,10,17,20,66,144,212,145,354,523,668,.,.,.,.,.,.
BLR,1965,1,belarus,1,127,0,0,0,0,0,0,6,16,3,10,8,7,26,32,33,58,71,131,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,128,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,14,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,129,0,0,0,0,0,0,0,3,3,5,0,13,0,8,11,0,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,130,0,0,0,0,0,0,3,6,19,35,59,127,145,208,312,464,424,523,1003,.,.,.,.,.,.
BLR,1965,1,belarus,1,131,0,0,0,0,0,0,3,28,51,90,177,341,473,751,903,1073,1296,1308,2174,.,.,.,.,.,.
BLR,1965,1,belarus,1,132,0,0,0,0,0,0,0,3,3,5,8,20,26,48,56,72,71,87,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,133,0,0,0,0,0,0,0,6,10,20,42,80,112,184,212,261,306,305,502,.,.,.,.,.,.
BLR,1965,1,belarus,1,134,0,0,0,0,0,4,3,6,19,30,59,87,125,216,357,725,1061,1613,2926,.,.,.,.,.,.
BLR,1965,1,belarus,1,135,63,3,6,2,9,35,45,65,101,176,303,549,933,2206,4249,8875,17134,31563,62446,.,.,.,.,.,.
BLR,1965,1,belarus,1,136,0,0,0,0,0,0,0,0,0,0,0,7,7,8,11,29,47,87,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,137,0,0,0,0,0,0,3,9,16,20,42,40,66,192,245,508,872,1264,3009,.,.,.,.,.,.
BLR,1965,1,belarus,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,139,0,0,0,0,0,0,3,16,19,30,59,53,85,48,56,58,47,87,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,140,0,0,0,0,0,0,0,0,3,5,8,7,7,16,22,43,94,174,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,141,0,0,0,0,0,0,0,3,6,5,8,7,7,16,22,14,24,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,142,0,0,0,0,0,0,0,3,6,5,8,7,13,16,22,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,143,0,0,4,2,3,16,17,19,22,40,51,60,99,136,212,551,1108,2005,3177,.,.,.,.,.,.
BLR,1965,1,belarus,1,144,0,0,0,0,0,0,0,0,3,5,8,13,26,40,67,72,71,87,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,145,0,0,0,0,0,0,0,0,3,5,8,20,26,24,45,14,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,146,0,0,0,0,0,0,3,16,44,85,160,294,493,471,747,885,2051,3182,4848,.,.,.,.,.,.
BLR,1965,1,belarus,1,147,0,0,0,0,0,0,11,16,19,25,42,127,164,112,245,377,566,1046,1003,.,.,.,.,.,.
BLR,1965,1,belarus,1,148,0,0,0,0,0,0,3,3,6,10,17,40,53,120,256,450,660,1177,1086,.,.,.,.,.,.
BLR,1965,1,belarus,1,149,0,0,0,0,0,0,6,9,16,20,34,100,131,296,647,1088,1626,2877,3177,.,.,.,.,.,.
BLR,1965,1,belarus,1,150,0,0,0,0,0,0,0,9,6,15,34,53,92,384,580,725,1815,2790,4096,.,.,.,.,.,.
BLR,1965,1,belarus,1,151,0,0,0,0,0,0,3,6,3,10,17,27,39,152,357,696,1037,1831,4180,.,.,.,.,.,.
BLR,1965,1,belarus,1,152,0,0,0,0,0,0,0,6,0,5,8,13,20,208,323,377,919,1439,2090,.,.,.,.,.,.
BLR,1965,1,belarus,1,153,0,0,0,0,0,0,3,3,6,5,8,47,66,376,836,1494,2192,3967,10951,.,.,.,.,.,.
BLR,1965,1,belarus,1,154,0,0,0,0,0,0,3,3,10,20,34,40,92,200,379,682,1249,2485,5016,.,.,.,.,.,.
BLR,1965,1,belarus,1,155,0,0,0,0,0,0,0,0,0,0,8,7,13,16,22,58,118,174,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,157,0,0,0,0,0,0,3,0,3,10,8,20,13,24,78,131,141,261,502,.,.,.,.,.,.
BLR,1965,1,belarus,1,158,0,0,0,0,0,0,0,0,0,0,8,7,7,0,11,14,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,159,0,0,0,0,0,0,0,0,0,0,8,7,7,0,11,14,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,160,88,6,2,0,0,0,0,0,0,5,0,0,0,0,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,162,676,45,4,0,6,0,6,6,10,0,25,13,7,64,56,218,330,567,836,.,.,.,.,.,.
BLR,1965,1,belarus,1,163,851,14,2,2,0,0,0,0,0,0,0,7,7,8,11,14,24,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,164,0,23,8,5,3,4,0,0,3,5,8,20,13,16,78,87,94,131,335,.,.,.,.,.,.
BLR,1965,1,belarus,1,165,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,166,9512,264,29,26,11,4,34,59,55,148,366,711,1244,2366,4226,6036,8813,13950,21163,.,.,.,.,.,.
BLR,1965,1,belarus,1,167,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,168,0,0,0,0,0,0,0,0,0,0,0,0,7,8,22,43,71,131,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,169,0,0,0,0,0,0,0,0,0,0,0,7,13,24,56,87,141,218,418,.,.,.,.,.,.
BLR,1965,1,belarus,1,170,0,3,0,0,0,4,11,16,48,95,160,314,703,1406,2877,4728,8226,13820,24493,.,.,.,.,.,.
BLR,1965,1,belarus,1,171,0,0,0,0,0,0,0,0,3,0,0,7,53,96,145,348,424,479,502,.,.,.,.,.,.
BLR,1965,1,belarus,1,172,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,14,24,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,173,0,0,0,0,0,0,3,3,0,0,0,7,7,8,11,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,175,0,0,0,0,0,0,0,0,0,0,0,7,13,32,67,102,165,305,502,.,.,.,.,.,.
BLR,1965,1,belarus,1,176,1014,45,11,5,3,12,6,22,10,20,34,80,46,80,100,174,188,174,335,.,.,.,.,.,.
BLR,1965,1,belarus,1,177,0,3,0,0,0,0,3,0,3,5,0,0,7,8,33,14,71,0,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,178,0,0,0,0,0,0,6,6,19,30,51,80,99,200,212,160,141,261,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,179,0,0,0,0,0,12,6,16,19,25,34,53,20,128,45,72,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,24,87,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,182,0,23,4,15,9,0,14,9,10,25,42,40,53,80,67,43,71,305,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,183,100,3,2,0,6,4,3,3,3,10,34,13,46,48,112,102,188,261,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,184,1464,14,0,0,0,0,6,9,6,15,25,40,46,88,100,72,71,87,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,185,175,3,2,0,9,16,6,3,3,25,51,33,79,96,201,189,377,479,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,186,0,0,0,0,0,0,0,0,0,5,8,13,7,24,33,43,47,131,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,187,0,0,2,2,0,4,6,6,10,20,67,107,53,152,178,275,165,436,418,.,.,.,.,.,.
BLR,1965,1,belarus,1,188,0,3,0,0,3,4,3,0,19,0,17,13,20,40,56,29,47,44,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,189,0,0,0,0,0,0,0,0,3,5,0,7,13,32,56,87,94,174,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,190,0,0,0,0,0,0,0,0,0,0,0,0,7,8,22,29,24,44,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,192,25,3,2,2,0,4,11,9,16,15,25,27,33,40,33,116,94,131,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,193,13,0,0,0,0,12,11,9,10,15,25,27,26,32,33,116,71,87,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,194,38,0,0,2,0,4,0,0,3,0,17,0,7,16,0,0,47,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,195,0,0,0,0,3,4,3,6,6,5,8,7,20,40,22,29,24,87,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,196,0,0,0,0,0,0,0,3,3,0,0,0,7,16,11,14,0,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,197,0,0,0,7,0,0,6,0,6,5,17,7,13,8,33,14,24,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,198,0,0,0,0,0,0,0,3,3,0,0,0,7,16,11,14,0,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,199,0,3,0,2,6,12,11,3,19,15,17,27,26,32,22,43,47,44,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,200,0,9,2,10,21,35,31,22,54,50,59,74,46,96,89,131,94,261,251,.,.,.,.,.,.
BLR,1965,1,belarus,1,201,0,0,0,0,3,4,3,0,3,5,8,7,7,8,11,14,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
BLR,1965,1,belarus,1,203,13,0,0,0,0,0,3,0,0,0,0,7,20,24,33,72,165,44,167,.,.,.,.,.,.
BLR,1965,1,belarus,1,204,0,0,0,0,0,0,3,0,0,0,0,0,0,8,11,43,0,0,83,.,.,.,.,.,.
BLR,1965,1,belarus,1,205,0,0,0,2,6,12,11,6,16,35,42,20,39,32,78,29,71,174,167,.,.,.,.,.,.
